no.peserta,tahun,jenis.kelamin,kode.asal,kode.pendidikan,pendidikan,skd.twk,skd.tiu,skd.tkp,skd.total,skd.hasil,kode.prodi,nama.prodi,kode.formasi,lokasi.formasi,
S2440160121203466,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160111218961,2024,L,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121211919,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121214572,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160111219852,2024,L,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121219432,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160111218059,2024,L,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121200342,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121204108,2024,P,12,3002000,MA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121210651,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121204687,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121216646,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160111205569,2024,L,12,3002000,MA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121214684,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121205413,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160111200296,2024,L,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121202812,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121206649,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121216529,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160111214956,2024,L,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121208706,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121204490,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160111208816,2024,L,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160111219324,2024,L,12,3002000,MA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121211829,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121207677,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160111202265,2024,L,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121204973,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160111201974,2024,L,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121211540,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160111219654,2024,L,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121216024,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160111207952,2024,L,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160111218040,2024,L,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121209288,2024,P,12,3002000,MA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160111212079,2024,L,12,3002000,MA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121211030,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160003,SUMATERA UTARA,
S2440160121301711,2024,P,13,3001000,SMA,120,140,198,458,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305478,2024,P,13,3001000,SMA,110,160,185,455,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121214316,2024,P,12,3001000,SMA,100,160,193,453,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121203631,2024,P,12,3002000,MA,95,145,210,450,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121605448,2024,P,16,3001000,SMA,100,160,189,449,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111304581,2024,L,13,3001000,SMA,80,155,212,447,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111301797,2024,L,13,3001000,SMA,95,140,212,447,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307520,2024,P,13,3001000,SMA,105,145,191,441,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302774,2024,P,13,3001000,SMA,90,145,204,439,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302880,2024,P,13,3001000,SMA,85,160,192,437,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303016,2024,P,13,3001000,SMA,100,150,186,436,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111301663,2024,L,13,3001000,SMA,90,145,199,434,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121202850,2024,P,12,3001000,SMA,85,155,194,434,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303225,2024,P,13,3001000,SMA,105,125,202,432,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307287,2024,P,13,3001000,SMA,75,150,204,429,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301735,2024,P,13,3001000,SMA,90,140,198,428,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300918,2024,P,13,3001000,SMA,85,165,177,427,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111306794,2024,L,13,3001000,SMA,110,115,201,426,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300411,2024,P,13,3001000,SMA,100,135,191,426,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121403194,2024,P,14,3002000,MA,80,160,185,425,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307111,2024,P,13,3001000,SMA,80,150,194,424,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111306688,2024,L,13,3001000,SMA,95,135,192,422,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303780,2024,P,13,3002000,MA,100,140,179,419,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111305085,2024,L,13,3001000,SMA,85,140,193,418,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303708,2024,P,13,3001000,SMA,85,140,191,416,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111302343,2024,L,13,3001000,SMA,85,140,191,416,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306525,2024,P,13,3002000,MA,80,150,186,416,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111303261,2024,L,13,3002000,MA,85,145,186,416,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121210747,2024,P,12,3001000,SMA,105,120,190,415,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304118,2024,P,13,3001000,SMA,75,145,194,414,P/L,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300299,2024,P,13,3001000,SMA,85,135,193,413,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121217162,2024,P,12,3001000,SMA,75,150,188,413,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302273,2024,P,13,3001000,SMA,85,145,183,413,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302013,2024,P,13,3001000,SMA,110,120,183,413,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111301069,2024,L,13,3001000,SMA,65,155,192,412,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111302664,2024,L,13,3001000,SMA,80,140,192,412,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111306590,2024,L,13,3001000,SMA,105,120,187,412,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302121,2024,P,13,3002000,MA,95,140,177,412,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121308093,2024,P,13,3001000,SMA,80,145,186,411,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303715,2024,P,13,3001000,SMA,95,130,186,411,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302769,2024,P,13,3001000,SMA,75,155,181,411,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111300404,2024,L,13,3001000,SMA,105,125,181,411,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121804838,2024,P,18,3001000,SMA,65,145,200,410,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111305416,2024,L,13,3001000,SMA,75,145,190,410,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304417,2024,P,13,3001000,SMA,105,120,185,410,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300817,2024,P,13,3001000,SMA,95,135,180,410,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111302307,2024,L,13,3001000,SMA,75,135,199,409,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111302075,2024,L,13,3001000,SMA,85,130,194,409,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160126301794,2024,P,63,3001000,SMA,85,130,194,409,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300828,2024,P,13,3001000,SMA,85,135,189,409,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303188,2024,P,13,3001000,SMA,90,135,184,409,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121104413,2024,P,11,3001000,SMA,70,130,208,408,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301722,2024,P,13,3002000,MA,75,130,202,407,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111400625,2024,L,14,3002000,MA,80,130,197,407,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301119,2024,P,13,3001000,SMA,85,130,192,407,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111307964,2024,L,13,3001000,SMA,75,145,187,407,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301546,2024,P,13,3001000,SMA,85,135,187,407,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111401697,2024,L,14,3002000,MA,80,150,177,407,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121502550,2024,P,15,3001000,SMA,85,125,196,406,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111307799,2024,L,13,3002000,MA,100,110,196,406,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302060,2024,P,13,3001000,SMA,80,135,191,406,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307467,2024,P,13,3001000,SMA,80,145,181,406,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300864,2024,P,13,3001000,SMA,90,135,181,406,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303290,2024,P,13,3001000,SMA,90,125,188,403,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303151,2024,P,13,3001000,SMA,95,135,173,403,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111307830,2024,L,13,3001000,SMA,70,135,196,401,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303777,2024,P,13,3001000,SMA,80,125,196,401,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307076,2024,P,13,3001000,SMA,75,135,191,401,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302352,2024,P,13,3001000,SMA,90,120,191,401,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300327,2024,P,13,3001000,SMA,90,120,191,401,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305311,2024,P,13,3001000,SMA,85,130,186,401,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303870,2024,P,13,3001000,SMA,105,110,186,401,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111303744,2024,L,13,3001000,SMA,85,130,185,400,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301759,2024,P,13,3002000,MA,95,110,194,399,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307052,2024,P,13,3001000,SMA,85,125,189,399,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111503766,2024,L,15,3001000,SMA,80,135,184,399,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304132,2024,P,13,3002000,MA,80,135,184,399,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111303243,2024,L,13,3001000,SMA,95,120,184,399,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111304639,2024,L,13,3001000,SMA,80,145,174,399,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303573,2024,P,13,3001000,SMA,65,135,197,397,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111307788,2024,L,13,3001000,SMA,85,115,197,397,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160123304549,2024,P,33,3001000,SMA,105,115,177,397,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302419,2024,P,13,3001000,SMA,90,115,191,396,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111305562,2024,L,13,3001000,SMA,85,125,186,396,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307274,2024,P,13,3001000,SMA,75,140,181,396,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304907,2024,P,13,3002000,MA,80,130,185,395,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121216826,2024,P,12,3001000,SMA,85,125,185,395,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303382,2024,P,13,3001000,SMA,75,145,175,395,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121803730,2024,P,18,3001000,SMA,80,115,199,394,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301166,2024,P,13,3001000,SMA,100,105,189,394,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111607253,2024,L,16,3001000,SMA,85,125,184,394,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111305003,2024,L,13,3001000,SMA,85,105,202,392,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111305733,2024,L,13,3001000,SMA,80,115,197,392,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121400898,2024,P,14,3002000,MA,65,135,192,392,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302420,2024,P,13,3001000,SMA,95,105,192,392,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304626,2024,P,13,3001000,SMA,85,125,182,392,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111301944,2024,L,13,3001000,SMA,90,115,186,391,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111302402,2024,L,13,3002000,MA,85,135,171,391,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121207400,2024,P,12,3001000,SMA,65,125,200,390,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121308082,2024,P,13,3001000,SMA,80,115,195,390,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300743,2024,P,13,3001000,SMA,75,125,190,390,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304183,2024,P,13,3002000,MA,75,130,185,390,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111304073,2024,L,13,3001000,SMA,75,135,180,390,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307339,2024,P,13,3001000,SMA,75,140,175,390,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300619,2024,P,13,3001000,SMA,75,145,170,390,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305836,2024,P,13,3001000,SMA,75,115,199,389,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111205301,2024,L,12,3001000,SMA,75,125,189,389,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111302235,2024,L,13,3001000,SMA,75,130,184,389,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302006,2024,P,13,3001000,SMA,75,130,184,389,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160123315097,2024,P,33,3001000,SMA,80,125,184,389,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111606456,2024,L,16,3002000,MA,90,120,179,389,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300956,2024,P,13,3002000,MA,85,130,174,389,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305265,2024,P,13,3001000,SMA,75,115,198,388,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304952,2024,P,13,3001000,SMA,80,110,198,388,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121217384,2024,P,12,3001000,SMA,90,100,198,388,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300275,2024,P,13,3001000,SMA,70,125,193,388,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305340,2024,P,13,3002000,MA,80,125,183,388,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121202924,2024,P,12,3002000,MA,75,115,197,387,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305256,2024,P,13,3001000,SMA,80,130,177,387,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307014,2024,P,13,3001000,SMA,65,120,201,386,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303317,2024,P,13,3001000,SMA,75,110,201,386,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160123205165,2024,P,32,3001000,SMA,65,130,191,386,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301915,2024,P,13,3001000,SMA,85,115,186,386,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121202397,2024,P,12,3002000,MA,65,140,181,386,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306606,2024,P,13,3002000,MA,70,125,190,385,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307308,2024,P,13,3001000,SMA,75,125,185,385,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301654,2024,P,13,3001000,SMA,75,130,180,385,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307760,2024,P,13,3001000,SMA,65,150,170,385,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121500718,2024,P,15,3001000,SMA,65,120,198,383,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300150,2024,P,13,3002000,MA,90,95,198,383,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300901,2024,P,13,3001000,SMA,100,90,193,383,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305164,2024,P,13,3001000,SMA,85,125,173,383,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302338,2024,P,13,3001000,SMA,70,110,200,380,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160123318810,2024,P,33,3001000,SMA,75,115,189,379,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306718,2024,P,13,3001000,SMA,105,95,179,379,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111307881,2024,L,13,3001000,SMA,65,125,188,378,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306675,2024,P,13,3001000,SMA,75,115,188,378,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306770,2024,P,13,3001000,SMA,80,110,188,378,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304431,2024,P,13,3001000,SMA,100,95,183,378,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111306095,2024,L,13,3001000,SMA,80,125,173,378,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111307168,2024,L,13,3001000,SMA,70,140,168,378,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160113101432,2024,L,31,3001000,SMA,65,120,192,377,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121308190,2024,P,13,3002000,MA,80,105,192,377,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304842,2024,P,13,3001000,SMA,100,85,192,377,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111306071,2024,L,13,3001000,SMA,90,100,186,376,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111305386,2024,L,13,3001000,SMA,80,115,181,376,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305232,2024,P,13,3001000,SMA,80,120,176,376,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306192,2024,P,13,3001000,SMA,85,115,176,376,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111300497,2024,L,13,3001000,SMA,70,105,200,375,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306543,2024,P,13,3001000,SMA,75,105,195,375,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121209105,2024,P,12,3001000,SMA,85,100,190,375,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302484,2024,P,13,3001000,SMA,90,110,175,375,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121203978,2024,P,12,3001000,SMA,80,110,184,374,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111302930,2024,L,13,3001000,SMA,75,120,179,374,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111307656,2024,L,13,3001000,SMA,105,100,169,374,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304004,2024,P,13,3001000,SMA,95,120,159,374,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305201,2024,P,13,3001000,SMA,75,120,178,373,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121401949,2024,P,14,3001000,SMA,80,120,173,373,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304455,2024,P,13,3001000,SMA,65,145,162,372,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301171,2024,P,13,3001000,SMA,75,115,181,371,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307043,2024,P,13,3002000,MA,95,105,171,371,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111300510,2024,L,13,3001000,SMA,90,120,161,371,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111502347,2024,L,15,3001000,SMA,90,110,170,370,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111301432,2024,L,13,3001000,SMA,65,115,189,369,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307315,2024,P,13,3001000,SMA,85,100,184,369,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301375,2024,P,13,3001000,SMA,75,115,179,369,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121217940,2024,P,12,3001000,SMA,95,100,174,369,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160123106480,2024,P,31,3001000,SMA,80,90,198,368,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121308031,2024,P,13,3001000,SMA,70,105,193,368,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111303818,2024,L,13,3001000,SMA,65,115,188,368,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306732,2024,P,13,3001000,SMA,85,110,173,368,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305720,2024,P,13,3001000,SMA,85,120,163,368,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121203679,2024,P,12,3002000,MA,80,100,187,367,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301991,2024,P,13,3001000,SMA,75,120,172,367,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160113307384,2024,L,33,3001000,SMA,65,135,167,367,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
